00272,1000000
00758,1000000
00860,1000000
00238,1000000
00184,1000000
00284,1000000
00018,1000000
00139,1000000
00380,1000000
00627,1000000
00645,1000000
00250,1000000
00572,1000000
00791,1000000
00156,62961
00068,1000000
00466,1000000
00671,58061
00245,1000000
00652,1000000
00105,1000000
00294,54861
00181,1000000
00611,46861
00506,1000000
00113,1000000
00630,1000000
00702,64061
00337,1000000
00392,1000000
00550,1000000
00453,1000000
00042,1000000
00792,1000000
00859,1000000
00031,1000000
00088,1000000
00233,1000000
00525,1000000
00109,1000000
00271,1000000
00600,1000000
00390,1000000
00052,1000000
00172,1000000
00839,1000000
00496,1000000
00512,1000000
00780,44861
00552,1000000
00617,1000000
00266,1000000
00823,1000000
00646,1000000
00755,1000000
00586,1000000
00319,1000000
00057,1000000
00264,1000000
00714,1000000
00103,1000000
00459,1000000
00204,1000000
00072,1000000
00665,1000000
00616,1000000
00736,1000000
00401,1000000
00486,52261
00378,1000000
00150,1000000
00067,1000000
00461,1000000
00824,1000000
00353,1000000
00476,1000000
00566,1000000
00377,1000000
00309,1000000
00827,1000000
00656,1000000
00255,1000000
00460,1000000
00007,1000000
00359,1000000
00835,60861
00759,1000000
00399,1000000
00489,1000000
00121,1000000
00851,1000000
00195,1000000
00502,1000000
00021,1000000
00190,1000000
00092,1000000
00106,1000000
00723,1000000
00157,1000000
00610,1000000
00257,1000000
00232,1000000
00741,1000000
00234,1000000
00341,1000000
00706,1000000
00145,1000000
00117,1000000
00313,1000000
00700,1000000
00384,1000000
00555,1000000
00141,1000000
00507,1000000
00612,1000000
00056,1000000
00689,1000000
00583,1000000
00678,1000000
00619,1000000
00301,1000000
00660,1000000
00790,1000000
00561,1000000
00291,1000000
00414,1000000
00751,52761
00200,1000000
00629,62461
00035,1000000
00151,1000000
00435,1000000
00047,1000000
00558,1000000
00010,57961
00273,1000000
00330,1000000
00249,1000000
00022,1000000
00452,1000000
00687,1000000
00219,1000000
00809,50961
00439,1000000
00811,1000000
00528,48661
00346,1000000
00524,1000000
00016,1000000
00774,1000000
00146,1000000
00054,53461
00259,1000000
00478,1000000
00497,1000000
00720,1000000
00535,1000000
00632,1000000
00396,1000000
00205,1000000
00712,1000000
00161,1000000
00431,1000000
00169,1000000
00573,1000000
00635,1000000
00215,1000000
00515,1000000
00740,64061
00765,63661
00785,1000000
00120,1000000
00242,1000000
00352,1000000
00682,1000000
00361,1000000
00753,1000000
00574,1000000
00520,1000000
00770,1000000
