00443,1000000
00013,1000000
00243,1000000
00267,1000000
00615,1000000
00805,1000000
00448,1000000
00487,1000000
00477,1000000
00532,1000000
00547,1000000
00038,1000000
00707,1000000
00793,1000000
00376,1000000
00174,1000000
00408,62761
00423,1000000
00567,1000000
00683,1000000
00684,1000000
00254,1000000
00395,1000000
00513,1000000
00065,1000000
00420,1000000
00636,1000000
00258,1000000
00519,1000000
00025,1000000
00315,59561
00133,1000000
00198,1000000
00186,1000000
00857,1000000
00350,1000000
00358,50261
00030,1000000
00318,1000000
00012,1000000
00168,1000000
00002,1000000
00209,63961
00760,1000000
00624,1000000
00845,1000000
00351,1000000
00604,1000000
00808,1000000
00673,48561
00340,1000000
00608,1000000
00467,1000000
00440,1000000
00638,1000000
00289,1000000
00152,1000000
00060,1000000
00144,1000000
00483,1000000
00143,1000000
00847,1000000
00724,1000000
00338,1000000
00118,1000000
00223,1000000
00170,1000000
00479,1000000
00517,1000000
00029,64461
00685,1000000
00681,1000000
00305,1000000
00530,1000000
00129,1000000
00276,1000000
00415,48061
00595,1000000
00116,1000000
00241,1000000
00843,1000000
00761,1000000
00668,1000000
00739,1000000
00522,1000000
00178,1000000
00355,1000000
00130,1000000
00542,57161
00728,1000000
00296,1000000
00386,1000000
00781,1000000
00745,1000000
00539,1000000
00692,1000000
00147,1000000
00813,1000000
00794,1000000
00135,1000000
00061,1000000
00594,1000000
00274,1000000
00675,1000000
00784,1000000
00549,1000000
00742,1000000
00142,1000000
00514,1000000
00484,50461
00202,1000000
00704,1000000
00114,1000000
00020,1000000
00074,1000000
00343,1000000
00237,58961
00210,1000000
00409,1000000
00607,1000000
00698,1000000
00082,54061
00128,1000000
00203,1000000
00534,1000000
00320,1000000
00187,1000000
00348,1000000
00033,1000000
00077,63961
00248,50461
00066,1000000
00588,1000000
00553,1000000
00820,1000000
00647,1000000
00193,1000000
00208,1000000
00626,1000000
00830,1000000
00111,1000000
00699,1000000
00236,1000000
00605,1000000
00026,1000000
00087,1000000
00073,1000000
00748,1000000
00446,1000000
00590,1000000
00783,1000000
00081,1000000
00773,1000000
00730,1000000
00833,64061
00298,1000000
00080,1000000
00493,1000000
00743,1000000
00383,1000000
00695,1000000
00332,1000000
00310,1000000
00470,1000000
00285,1000000
00744,1000000
00368,1000000
00213,1000000
00097,1000000
00011,1000000
00180,1000000
00725,1000000
00076,1000000
00059,1000000
00481,1000000
00655,1000000
00672,64361
00244,1000000
00711,1000000
00545,1000000
00342,1000000
00756,1000000
00006,1000000
00581,1000000
00194,1000000
00772,1000000
00373,1000000
00602,1000000
00426,1000000
00564,1000000
00832,1000000
00281,1000000
00641,1000000
00299,1000000
00048,1000000
00229,1000000
00757,1000000
00339,1000000
00179,1000000
00017,51061
00796,1000000
00726,1000000
00403,1000000
00176,1000000
00091,1000000
00003,1000000
00844,1000000
00569,1000000
00009,1000000
00511,1000000
00096,1000000
00040,1000000
00430,1000000
00703,1000000
00597,1000000
00463,1000000
00425,1000000
00503,1000000
00405,1000000
00556,1000000
00247,1000000
00537,46461
00510,1000000
00306,1000000
00354,1000000
00816,1000000
00039,1000000
00531,1000000
00806,1000000
00798,1000000
00754,1000000
00775,63261
00718,1000000
00090,1000000
00421,1000000
00364,1000000
00737,1000000
00787,1000000
00324,1000000
00648,1000000
00317,1000000
00596,1000000
00674,1000000
00509,1000000
00191,1000000
00664,1000000
00239,1000000
00085,1000000
00752,1000000
00256,1000000
00554,1000000
00661,1000000
00729,1000000
00136,1000000
00472,1000000
00149,1000000
00224,1000000
00369,1000000
00216,1000000
00818,1000000
00846,1000000
00621,1000000
00389,1000000
00268,1000000
00148,1000000
00211,1000000
00705,1000000
00218,1000000
00124,1000000
00599,1000000
00349,1000000
00160,1000000
00831,55161
00075,1000000
00154,64461
00802,1000000
00127,1000000
00584,1000000
00592,1000000
00173,49161
00499,1000000
00023,1000000
00693,1000000
00336,1000000
00101,1000000
00107,1000000
00801,1000000
00417,1000000
00189,60161
00270,1000000
00817,1000000
00618,1000000
00709,1000000
00568,1000000
00686,1000000
00777,1000000
00771,1000000
00468,1000000
00134,57861
00593,1000000
00188,1000000
00840,1000000
00280,46961
00183,1000000
00379,1000000
00492,1000000
00311,1000000
00454,1000000
00634,1000000
00852,1000000
00856,1000000
00123,64061
00036,56161
00560,1000000
00565,60661
00625,1000000
00589,1000000
00544,1000000
00084,1000000
00494,1000000
00447,1000000
