00007,1196149
00010,1000000
00016,1000000
00013,1000000
00012,1000000
00002,1000000
00011,1000000
00006,1000000
00003,1000000
00009,1000000
00000,1000000
00004,1000000
00005,1000000
00015,1000000
00008,1000000
00001,1000000
00014,1000000
01512,1000000
06177,1000000
04301,1000000
08812,-1138696956
03665,1000000
05280,1000000
02140,1000000
06584,-1909846187
07207,1000000
00272,1000000
05527,1000000
07359,-1540150451
07551,1000000
08208,1000000
04010,1000000
02317,1000000
07544,1000000
03586,1000000
09403,842748516
04370,1000000
00758,1000000
06395,1000000
03148,1000000
07297,1000000
00860,1000000
05077,1000000
01384,1000000
01538,1000000
00238,115728361
02379,1000000
03580,1000000
03667,1000000
07289,1000000
05441,1000000
07768,1000000
09814,1000000
03205,1000000
01296,1000000
01525,572896738
06810,1000000
01114,1000000
00184,1000000
02857,1000000
02291,1000000
02745,1000000
00906,1000000
08529,1000000
08583,1000000
06207,1000000
07462,1000000
06476,1000000
08103,1000000
03170,1000000
08886,1000000
09501,1000000
07432,1000000
08903,1000000
03832,1000000
02503,1000000
04028,1000000
02050,1000000
02440,1000000
01019,1000000
00284,1000000
06491,1000000
06314,1000000
06157,-1352181565
00916,344691463
02831,1000000
03533,1000000
00904,1000000
00018,1000000
09131,1000000
08062,1000000
08585,1000000
05382,1000000
07533,1000000
03147,1339242302
08951,1000000
07379,1000000
04136,1000000
03875,1000000
05656,-2072856929
00139,1000000
06887,1000000
00380,1000000
04627,1000000
06430,1000000
00627,257327494
02687,1000000
08597,1000000
00645,1000000
05721,1000000
04824,1000000
02149,1000000
04925,2146129420
04553,1000000
04332,1000000
01644,1000000
08119,1000000
07109,1000000
01054,1000000
05630,1000000
01176,1000000
02162,1000000
04835,1000000
03469,1000000
01323,1000000
00250,1000000
02793,1000000
06830,1000000
01314,1000000
00572,1000000
07108,1000000
07079,1000000
05123,2061265004
05685,1000000
06302,1000000
01221,534327364
06864,-1167419387
08038,1000000
03189,1000000
08764,1000000
06876,1000000
03172,1000000
08224,1000000
07720,1000000
00964,1000000
06348,-1777037396
08141,1000000
01685,1000000
09140,1000000
09741,1000000
09408,1000000
04195,1000000
01009,1000000
09006,1000000
09850,1000000
08877,1000000
07138,1000000
00791,1000000
05928,1000000
01888,1000000
00156,1000000
08070,1000000
01520,1000000
06795,1000000
01064,1000000
06850,-1718384625
09046,1000000
09488,1000000
02962,1000000
03471,1000000
